634	-0.5090699917208512	-0.5086912547262554	0.01569804237325725	4.944458716269992e-07	5.81313344927814e-07	3.214332719213353e-07	0.1270635736988149	-0.003591854476517803	0.008586433381637311
638	-0.5211910126126378	-0.5288354902967268	0.01140477209091564	9.599755929487594e-08	3.503559824704178e-07	2.187325521910526e-08	0.1329575034379749	-0.03703663261090105	-0.03802226027078575
643	-0.543872555846168	-0.5493380515309749	0.003601234550043031	3.557347987029428e-07	3.601076599255523e-07	2.059623678743299e-07	-0.0260237893487203	-0.06000630834964605	-0.08135186373560724
655	-0.5549203160807739	-0.5617623711844201	0.0001258353502961978	6.247654264679069e-07	5.614591509027294e-07	-9.637592108870725e-08	0.05375927633122057	-0.1007643226735926	-0.03625746860775848
659	-0.5625675978713123	-0.5735810222662306	0.004906535394427052	5.493894050286993e-07	1.228378926405007e-06	2.277694874625388e-07	-0.02192765768002233	-0.1029864678714985	-0.1100741574345799
668	-0.5732546167856646	-0.5819819769220176	-0.003374461794221678	2.870877615962324e-07	2.300665662657076e-07	-8.896385698626905e-08	-0.0444912920284291	-0.1241145755638519	0.06760215895070018
671	-0.5898396124079808	-0.5902380027316048	-0.007784766299976174	3.416739543398722e-08	2.298064770742163e-07	2.305360625301784e-08	-0.03996626078648426	-0.1723878245715889	-0.0227590872347098
675	-0.5785909169173693	-0.5874755117841695	-0.005105548729072022	5.351498001688331e-07	7.851253162257893e-07	-2.068823157614572e-07	-0.1151512889195282	-0.03592131988460718	-0.002585870396527152
670	-0.5875318510532828	-0.6047442166730608	-0.01376839917703374	2.090580868846059e-07	2.327871849844714e-07	-6.834210693362966e-08	-0.1046113344248006	0.02781859311349033	0.08940094066743731
676	-0.5939432196645731	-0.6169433355289569	-0.02027583769587488	1.047511914614564e-07	4.149657066630059e-07	4.900036785645103e-08	-0.1034313260431547	0.08506717791137046	0.2013226822167607
675	-0.5927637761916994	-0.6107748072926533	-0.02453901611957691	1.159448533138053e-07	1.546445461281278e-07	2.30574792013723e-08	-0.09261526061516605	-0.02250502178286657	0.1192878855303692
677	-0.5963361701845978	-0.5985630277207141	-0.0185973904616617	1.320958892558895e-07	2.551351050977719e-07	1.038565747024116e-07	-0.06707721316169334	-0.03897437315583535	0.1932431616950679
672	-0.5896558217995581	-0.5835209533954488	-0.01956222807641562	1.83753590314429e-07	7.803332387934294e-07	9.56684287731532e-08	-0.1261353936369347	0.113052000448812	0.1971431266176115
675	-0.5784311485961212	-0.5778345569575413	-0.01513922143743859	6.566917125173916e-08	1.616090819072803e-07	3.997600723110751e-08	-0.1402843891965745	0.1165065019671334	0.0790789470373546
678	-0.5778983638025083	-0.5884410088932309	-0.01382106509691373	4.601799387091463e-07	4.51238392491696e-07	-1.154534034904629e-07	-0.105053212745393	0.06602014515711292	0.004409074485422593
682	-0.5614264218067264	-0.5882993837689167	-0.01996493681983675	1.778542460823369e-07	3.276559230202613e-07	-1.811686784791456e-09	-0.1229398857081856	0.02982305301088316	-0.07021609404249179
681	-0.5626006127899468	-0.5963691124782222	-0.01441373038092968	1.665923471576316e-07	3.40434718569186e-07	1.232509650910866e-08	-0.01375442848107526	-0.01957536474330528	0.02993230596216009
681	-0.572559575583179	-0.6136368706396029	-0.008953054490118375	2.672415178597906e-08	1.819764905122466e-07	3.437651027112373e-08	0.01135739392551338	0.04615417822290341	-0.0284162178193069
679	-0.5785772209989379	-0.6060058253587953	-0.007800004730029448	3.981183150143283e-08	3.560826818084659e-07	5.051273112119341e-09	0.0002387790312021067	0.0886842257550976	-0.02402516512877074
685	-0.578863083003923	-0.5927989998252942	0.001635511988235729	2.381041008588592e-07	1.985760808160543e-07	1.864072909240233e-08	-0.0325380592901555	0.04487137913173031	-0.1623543248388346
