27.04167603	27.04167603	27.04167603	27.04167603
-10.05670397	3.754844607	-0.5481427278	0.8363848097
-11.40315868	6.777498366	0.5120170967	0.8589752573
-0.572857841	1.850720314	0.8870829966	-0.4616099621
4.396734189	-10.82685453	0.9056936938	-0.4239326986
6.482349095	0.9923477282	-0.4654307214	0.8850843144
-2.401000975	-10.41363071	0.04828413688	-0.9988336409
5.676083289	-11.85691588	0.9972384735	0.07426592071
-7.335650578	0.5465219902	0.2717217483	-0.9623758577
6.233313083	-2.337173089	-0.9032365326	-0.4291430603
1.844508434	-17.8360493	0.4881984137	-0.8727326675
-4.498740667	-15.94412647	-0.9753894245	0.2204891618
0.5801011929	-10.11359141	-0.5457046798	-0.8379775668
-1.873560521	7.012913899	-0.5359380569	0.8442573063
8.436163287	-14.80921833	-0.3807222288	0.924689453
-8.342254354	-11.9865367	0.5901037975	-0.807327386
9.841687656	-5.018511761	-0.9132898321	0.4073103026
4.706409964	-16.52582984	-0.7170503002	-0.6970214251
-12.65890644	7.973605727	0.9992674564	0.0382694469
-14.39132024	-16.24483911	0.1366482503	-0.9906196322
-5.981130341	-15.43685248	-0.6250515287	-0.780583491
-1.639843966	3.430099398	-0.4363010205	-0.8998007665
-3.887520288	-11.17247025	-0.02742235871	-0.9996239364
-8.000302136	2.904200746	0.7917744779	0.6108135363
-12.47188636	4.887206693	0.9451513406	0.3266327345
4.381011655	-13.10681476	-0.1966530163	0.9804731466
6.060573401	-8.107078183	-0.3784182439	0.9256347188
2.33401126	5.994654799	0.6169124529	0.7870317817
-2.044718147	-1.427764562	0.8951238939	-0.4458174677
-3.890770237	-3.693875837	0.9216320272	-0.3880649513
0.1119223461	-3.690094977	-0.1274779429	-0.9918414057
-2.620562116	-2.905016484	0.3517695031	0.9360866502
-10.88974868	8.339134256	-0.3948961365	-0.9187257705
-11.89039339	-5.784441831	-0.1918463075	0.9814249815
-6.695529459	6.624093269	0.850993508	0.5251762079
-4.597005337	-7.373220519	-0.2693931445	0.963030287
10.68395357	0.04739864898	-0.9155077006	0.4023004477
8.296021704	1.423215947	0.7786136258	0.6275036428
-14.41943447	7.726974942	-0.983922069	-0.178598326
10.29095436	3.457629556	-0.8857888674	-0.4640884424
5.334529054	-4.817923973	0.9765575118	0.2152566516
-8.370532896	8.003995849	0.4385368827	0.8987131926
1.747060643	-8.851753906	0.8254856218	-0.5644231465
-5.039743277	3.612398608	0.9319016554	-0.3627110485
-15.35372756	2.83942887	-0.8461332296	-0.5329714418
2.738539218	-2.394708015	-0.283432171	0.9589922859
